method,fold,seed,subject_id,BA,macro_f1,n_trials,lambda_aux,selected_epoch,target_kind
Random-Aux,4,1,28,0.86,0.859775641025641,100,0.05,37,RANDOM
Random-Aux,4,1,30,0.7,0.6998799519807923,100,0.05,37,RANDOM
Random-Aux,4,1,38,0.63,0.5906626839252129,100,0.05,37,RANDOM
Random-Aux,4,1,52,0.78,0.7767857142857143,100,0.05,37,RANDOM
Identity-Aux,4,1,3,0.89,0.8899009108197378,100,0.05,40,IDENTITY
Identity-Aux,4,1,8,0.8,0.7992773986350863,100,0.05,40,IDENTITY
Identity-Aux,4,1,11,0.72,0.7126436781609196,100,0.05,40,IDENTITY
Identity-Aux,4,1,27,0.88,0.8792270531400965,100,0.05,40,IDENTITY
Identity-Aux,4,1,28,0.8400000000000001,0.839421918908069,100,0.05,40,IDENTITY
Identity-Aux,4,1,30,0.72,0.7198879551820728,100,0.05,40,IDENTITY
Identity-Aux,4,1,38,0.7,0.6847414880201765,100,0.05,40,IDENTITY
Identity-Aux,4,1,52,0.8,0.7992773986350863,100,0.05,40,IDENTITY
Full-Teacher-KD-Aux,4,1,3,0.87,0.8696741854636592,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,4,1,8,0.76,0.7591328783621036,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,4,1,11,0.75,0.7457023700539112,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,4,1,27,0.91,0.9097744360902256,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,4,1,28,0.88,0.8799519807923168,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,4,1,30,0.71,0.7092731829573935,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,4,1,38,0.66,0.6212121212121212,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,4,1,52,0.79,0.7898108297467721,100,0.1,39,FULL_KD
P-only-Aux,4,1,3,0.89,0.8899009108197378,100,0.05,37,P_ONLY
P-only-Aux,4,1,8,0.79,0.7889659330720531,100,0.05,37,P_ONLY
P-only-Aux,4,1,11,0.69,0.6807743795695603,100,0.05,37,P_ONLY
P-only-Aux,4,1,27,0.91,0.9095568284594512,100,0.05,37,P_ONLY
P-only-Aux,4,1,28,0.87,0.8698828946051447,100,0.05,37,P_ONLY
P-only-Aux,4,1,30,0.7,0.6998799519807923,100,0.05,37,P_ONLY
P-only-Aux,4,1,38,0.64,0.5989304812834224,100,0.05,37,P_ONLY
P-only-Aux,4,1,52,0.78,0.7785829307568438,100,0.05,37,P_ONLY
PUD-Aux,4,1,3,0.88,0.8798076923076923,100,0.05,39,PUD
PUD-Aux,4,1,8,0.76,0.7584541062801933,100,0.05,39,PUD
PUD-Aux,4,1,11,0.71,0.7033248081841432,100,0.05,39,PUD
PUD-Aux,4,1,27,0.92,0.9197109594540344,100,0.05,39,PUD
PUD-Aux,4,1,28,0.8400000000000001,0.8397435897435898,100,0.05,39,PUD
PUD-Aux,4,1,30,0.71,0.7097387648883995,100,0.05,39,PUD
PUD-Aux,4,1,38,0.65,0.6072270227808326,100,0.05,39,PUD
PUD-Aux,4,1,52,0.78,0.7796474358974359,100,0.05,39,PUD
Matched-TaskOnly,4,2,3,0.85,0.8481627695110842,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,2,8,0.78,0.7785829307568438,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,2,11,0.6799999999999999,0.6736026111791106,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,2,27,0.91,0.9095568284594512,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,2,28,0.85,0.8487750781328763,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,2,30,0.69,0.6807743795695603,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,2,38,0.61,0.584,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,2,52,0.78,0.7785829307568438,100,0.0,37,TASK_ONLY
Random-Aux,4,2,3,0.83,0.8270776116366596,100,0.05,37,RANDOM
Random-Aux,4,2,8,0.77,0.7688674505074866,100,0.05,37,RANDOM
Random-Aux,4,2,11,0.69,0.6846709388668497,100,0.05,37,RANDOM
Random-Aux,4,2,27,0.92,0.9197109594540344,100,0.05,37,RANDOM
Random-Aux,4,2,28,0.8500000000000001,0.8492613807657522,100,0.05,37,RANDOM
Random-Aux,4,2,30,0.71,0.7050147492625369,100,0.05,37,RANDOM
Random-Aux,4,2,38,0.61,0.584,100,0.05,37,RANDOM
Random-Aux,4,2,52,0.8,0.7987117552334944,100,0.05,37,RANDOM
Identity-Aux,4,2,3,0.8999999999999999,0.8996386993175431,100,0.05,38,IDENTITY
Identity-Aux,4,2,8,0.78,0.7799119647859143,100,0.05,38,IDENTITY
Identity-Aux,4,2,11,0.69,0.6846709388668497,100,0.05,38,IDENTITY
Identity-Aux,4,2,27,0.8999999999999999,0.8993558776167472,100,0.05,38,IDENTITY
Identity-Aux,4,2,28,0.85,0.8481627695110842,100,0.05,38,IDENTITY
Identity-Aux,4,2,30,0.74,0.7362012987012987,100,0.05,38,IDENTITY
Identity-Aux,4,2,38,0.65,0.6266666666666667,100,0.05,38,IDENTITY
Identity-Aux,4,2,52,0.77,0.7699769976997699,100,0.05,38,IDENTITY
Full-Teacher-KD-Aux,4,2,3,0.93,0.92999299929993,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,2,8,0.8200000000000001,0.8199279711884754,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,2,11,0.75,0.7487689679429204,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,2,27,0.91,0.9095568284594512,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,2,28,0.8999999999999999,0.8996386993175431,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,2,30,0.79,0.7889659330720531,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,2,38,0.67,0.6547756041426928,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,2,52,0.8200000000000001,0.8199279711884754,100,0.25,40,FULL_KD
P-only-Aux,4,2,3,0.87,0.8689384010484928,100,0.05,36,P_ONLY
P-only-Aux,4,2,8,0.8,0.7999199679871949,100,0.05,36,P_ONLY
P-only-Aux,4,2,11,0.73,0.7277951406391774,100,0.05,36,P_ONLY
P-only-Aux,4,2,27,0.8999999999999999,0.8993558776167472,100,0.05,36,P_ONLY
P-only-Aux,4,2,28,0.85,0.8487750781328763,100,0.05,36,P_ONLY
P-only-Aux,4,2,30,0.72,0.7171717171717171,100,0.05,36,P_ONLY
P-only-Aux,4,2,38,0.66,0.6458333333333333,100,0.05,36,P_ONLY
P-only-Aux,4,2,52,0.8200000000000001,0.8197115384615384,100,0.05,36,P_ONLY
PUD-Aux,4,2,3,0.88,0.8792270531400965,100,0.05,36,PUD
PUD-Aux,4,2,8,0.8200000000000001,0.8197115384615384,100,0.05,36,PUD
PUD-Aux,4,2,11,0.72,0.7181964573268921,100,0.05,36,PUD
PUD-Aux,4,2,27,0.8999999999999999,0.8993558776167472,100,0.05,36,PUD
PUD-Aux,4,2,28,0.85,0.8487750781328763,100,0.05,36,PUD
PUD-Aux,4,2,30,0.74,0.7383252818035426,100,0.05,36,PUD
PUD-Aux,4,2,38,0.64,0.6216897856242118,100,0.05,36,PUD
PUD-Aux,4,2,52,0.81,0.8098288459613652,100,0.05,36,PUD
