task,target,feature_family,heldout_fold,heldout_seed,n_rows,n_rescue,ROC_AUC,PR_AUC,balanced_accuracy,precision_RESCUE,recall_RESCUE
WBCIC_MI,SAFE_SWITCH,F1,4,0,184,92,0.5369801512287334,0.5150497550330867,0.5326086956521738,0.5238095238095238,0.717391304347826
WBCIC_MI,SAFE_SWITCH,F1,4,1,160,87,0.5416469847268146,0.5853018669580177,0.5772319319792159,0.6233766233766234,0.5517241379310345
WBCIC_MI,SAFE_SWITCH,F1,4,2,151,71,0.579225352112676,0.5204384697255164,0.5997359154929578,0.5595238095238095,0.6619718309859155
WBCIC_MI,SAFE_SWITCH,F2,0,0,276,139,0.555322165625164,0.5295042543675347,0.5,0.0,0.0
WBCIC_MI,SAFE_SWITCH,F2,0,1,254,126,0.6011284722222222,0.5950559794792579,0.5974702380952381,0.625,0.47619047619047616
WBCIC_MI,SAFE_SWITCH,F2,0,2,240,122,0.5435537649347042,0.5253037462845787,0.5302167268685746,0.5244444444444445,0.9672131147540983
WBCIC_MI,SAFE_SWITCH,F2,1,0,217,128,0.5138693820224719,0.6350920199761318,0.4827071629213483,0.5795454545454546,0.796875
WBCIC_MI,SAFE_SWITCH,F2,1,1,164,93,0.5523247008935332,0.6326209671633954,0.5032560957140694,0.5698924731182796,0.5698924731182796
WBCIC_MI,SAFE_SWITCH,F2,1,2,209,127,0.5917034760898789,0.7223706315174045,0.5372095256385635,0.9166666666666666,0.08661417322834646
WBCIC_MI,SAFE_SWITCH,F2,2,0,178,88,0.4847222222222222,0.49763325367553823,0.4699494949494949,0.47619047619047616,0.7954545454545454
WBCIC_MI,SAFE_SWITCH,F2,2,1,174,83,0.44763670064874883,0.44351750558785646,0.46233284787501655,0.44329896907216493,0.5180722891566265
WBCIC_MI,SAFE_SWITCH,F2,2,2,169,88,0.513047138047138,0.5236471628327829,0.4928451178451178,0.4,0.022727272727272728
WBCIC_MI,SAFE_SWITCH,F2,3,0,173,76,0.585729788388497,0.5096307459949977,0.5592783505154639,0.5066666666666667,0.5
WBCIC_MI,SAFE_SWITCH,F2,3,1,185,91,0.5299275192892213,0.5209674679878294,0.5092354454056581,0.49700598802395207,0.9120879120879121
WBCIC_MI,SAFE_SWITCH,F2,3,2,171,89,0.5672787064949302,0.6133863748858088,0.5653603727048506,0.6444444444444445,0.3258426966292135
WBCIC_MI,SAFE_SWITCH,F2,4,0,184,92,0.47684310018903586,0.48770465512899447,0.4945652173913044,0.4971751412429379,0.9565217391304348
WBCIC_MI,SAFE_SWITCH,F2,4,1,160,87,0.49425287356321834,0.575666117929279,0.502283105022831,0.5471698113207547,0.3333333333333333
WBCIC_MI,SAFE_SWITCH,F2,4,2,151,71,0.560387323943662,0.5614247099136054,0.4935739436619718,0.4661016949152542,0.7746478873239436
