dataset,seed,fold,target,model,gain_mae,sign_balanced_accuracy,spearman,alpha,mae,underestimation_rate
eegmmidb,3,1,risk,hist_gradient_boosting,,,,0.1,0.9888230860605268,0.5138888888888888
eegmmidb,3,1,risk,constant_critical_index,,,,0.1,1.125,0.4444444444444444
eegmmidb,3,1,risk,action_mean,,,,0.1,1.1203703703703702,0.625
eegmmidb,3,1,risk,elastic_net,,,,0.2,3.381481185802352,0.4861111111111111
eegmmidb,3,1,risk,hist_gradient_boosting,,,,0.2,1.3205197724671034,0.5833333333333334
eegmmidb,3,1,risk,constant_critical_index,,,,0.2,1.7916666666666667,0.5
eegmmidb,3,1,risk,action_mean,,,,0.2,1.7430555555555556,0.6388888888888888
eegmmidb,3,2,benefit,elastic_net,0.018351444243831973,0.4236842105263158,-0.05673402811405771,,,
eegmmidb,3,2,benefit,hist_gradient_boosting,0.016454154329228147,0.47368421052631576,-0.19291536417124822,,,
eegmmidb,3,2,benefit,pairwise_sign_gain,0.025246851736034224,0.5868421052631578,0.07636156291707868,,,
eegmmidb,3,2,benefit,constant_zero,0.014633589181286545,0.5,,,,
eegmmidb,3,2,benefit,global_mean,0.014913422880116956,0.5,,,,
eegmmidb,3,2,benefit,entropy_only,0.015024999017586166,0.6763157894736842,0.31107900573900427,,,
eegmmidb,3,2,benefit,agreement_only,0.014931619481944441,0.5,0.03354332749305253,,,
eegmmidb,3,2,risk,elastic_net,,,,0.1,1.5817614073011896,0.5277777777777778
eegmmidb,3,2,risk,hist_gradient_boosting,,,,0.1,1.0562905114900523,0.5277777777777778
eegmmidb,3,2,risk,constant_critical_index,,,,0.1,0.9861111111111112,0.1388888888888889
eegmmidb,3,2,risk,action_mean,,,,0.1,0.9884259259259258,0.5416666666666666
eegmmidb,3,2,risk,elastic_net,,,,0.2,1.6400112437592869,0.5694444444444444
eegmmidb,3,2,risk,hist_gradient_boosting,,,,0.2,1.4657443095695153,0.5277777777777778
eegmmidb,3,2,risk,constant_critical_index,,,,0.2,1.3611111111111112,0.2638888888888889
eegmmidb,3,2,risk,action_mean,,,,0.2,1.4074074074074074,0.5694444444444444
eegmmidb,3,3,benefit,elastic_net,0.019810317628121344,0.4434889434889435,-0.08395969101361214,,,
eegmmidb,3,3,benefit,hist_gradient_boosting,0.013529183309650084,0.4680589680589681,-0.07583381387893674,,,
eegmmidb,3,3,benefit,pairwise_sign_gain,0.03231745827550001,0.4975429975429976,-0.03475847308200931,,,
eegmmidb,3,3,benefit,constant_zero,0.012883771929824558,0.5,,,,
eegmmidb,3,3,benefit,global_mean,0.013467805799220266,0.5,,,,
eegmmidb,3,3,benefit,entropy_only,0.013602151702405182,0.5085995085995085,0.08629689868636793,,,
eegmmidb,3,3,benefit,agreement_only,0.013460487040813304,0.5,-0.05411798568048177,,,
eegmmidb,3,3,risk,elastic_net,,,,0.1,2.307282052441307,0.4861111111111111
eegmmidb,3,3,risk,hist_gradient_boosting,,,,0.1,1.232864752332659,0.5
eegmmidb,3,3,risk,constant_critical_index,,,,0.1,1.1805555555555556,0.25
eegmmidb,3,3,risk,action_mean,,,,0.1,1.1435185185185184,0.5277777777777778
eegmmidb,3,3,risk,elastic_net,,,,0.2,3.1148363169755204,0.5138888888888888
eegmmidb,3,3,risk,hist_gradient_boosting,,,,0.2,1.6484866375330105,0.5555555555555556
eegmmidb,3,3,risk,constant_critical_index,,,,0.2,1.5,0.4305555555555556
eegmmidb,3,3,risk,action_mean,,,,0.2,1.5347222222222219,0.625
eegmmidb,3,4,benefit,elastic_net,0.020868232471692737,0.38888888888888884,-0.38746396157657104,,,
eegmmidb,3,4,benefit,hist_gradient_boosting,0.014927973137229206,0.5,-0.31603131885954516,,,
eegmmidb,3,4,benefit,pairwise_sign_gain,0.03629358095452259,0.3472222222222222,-0.40090852276242883,,,
eegmmidb,3,4,benefit,constant_zero,0.013194444444444444,0.5,,,,
eegmmidb,3,4,benefit,global_mean,0.014004629629629629,0.5,,,,
eegmmidb,3,4,benefit,entropy_only,0.013871021313051193,0.5,0.1007453681812515,,,
eegmmidb,3,4,benefit,agreement_only,0.014006063594790072,0.5,0.05013008480413107,,,
eegmmidb,3,4,risk,elastic_net,,,,0.1,1.780576127558263,0.5277777777777778
eegmmidb,3,4,risk,hist_gradient_boosting,,,,0.1,0.968778045112948,0.5972222222222222
eegmmidb,3,4,risk,constant_critical_index,,,,0.1,1.0972222222222223,0.5
eegmmidb,3,4,risk,action_mean,,,,0.1,1.0625,0.5
eegmmidb,3,4,risk,elastic_net,,,,0.2,2.5450504588683773,0.5416666666666666
eegmmidb,3,4,risk,hist_gradient_boosting,,,,0.2,1.332889934860771,0.4861111111111111
eegmmidb,3,4,risk,constant_critical_index,,,,0.2,1.375,0.3611111111111111
eegmmidb,3,4,risk,action_mean,,,,0.2,1.435185185185185,0.5555555555555556
eegmmidb,4,0,benefit,elastic_net,0.013197608404270929,0.6125,0.28117887964270705,,,
eegmmidb,4,0,benefit,hist_gradient_boosting,0.012951896575929165,0.425,-0.05763742710307762,,,
eegmmidb,4,0,benefit,pairwise_sign_gain,0.020174043209973083,0.525,0.39597511518402956,,,
eegmmidb,4,0,benefit,constant_zero,0.011476608187134509,0.5,,,,
eegmmidb,4,0,benefit,global_mean,0.012582236842105271,0.5,,,,
eegmmidb,4,0,benefit,entropy_only,0.011810328113344872,0.5125,0.22258247131315928,,,
eegmmidb,4,0,benefit,agreement_only,0.012551659891598921,0.5,0.13070742910994265,,,
eegmmidb,4,0,risk,elastic_net,,,,0.1,1.0871860665011914,0.5833333333333334
eegmmidb,4,0,risk,hist_gradient_boosting,,,,0.1,1.061848266230872,0.5694444444444444
eegmmidb,4,0,risk,constant_critical_index,,,,0.1,1.0833333333333333,0.2222222222222222
eegmmidb,4,0,risk,action_mean,,,,0.1,0.9814814814814815,0.4166666666666667
eegmmidb,4,0,risk,elastic_net,,,,0.2,1.8660873038245696,0.5138888888888888
eegmmidb,4,0,risk,hist_gradient_boosting,,,,0.2,1.3713090841764217,0.4722222222222222
eegmmidb,4,0,risk,constant_critical_index,,,,0.2,1.3194444444444444,0.3055555555555556
eegmmidb,4,0,risk,action_mean,,,,0.2,1.3194444444444444,0.5
eegmmidb,4,1,benefit,elastic_net,0.018737577611585152,0.5416666666666667,-0.1627285895861333,,,
eegmmidb,4,1,benefit,hist_gradient_boosting,0.014315436054337459,0.4861111111111111,-0.009820230420837423,,,
eegmmidb,4,1,benefit,pairwise_sign_gain,0.024795846091010168,0.5694444444444444,0.08870115611964056,,,
eegmmidb,4,1,benefit,constant_zero,0.01298885233918129,0.5,,,,
eegmmidb,4,1,benefit,global_mean,0.014622167397660821,0.5,,,,
eegmmidb,4,1,benefit,entropy_only,0.014749254637211115,0.4861111111111111,0.12924854483874704,,,
eegmmidb,4,1,benefit,agreement_only,0.014480910361402213,0.5,0.2920381229662883,,,
eegmmidb,4,1,risk,elastic_net,,,,0.1,1.176803589989738,0.5694444444444444
eegmmidb,4,1,risk,hist_gradient_boosting,,,,0.1,0.8657673804767376,0.5
eegmmidb,4,1,risk,constant_critical_index,,,,0.1,0.9027777777777778,0.2777777777777778
eegmmidb,4,1,risk,action_mean,,,,0.1,0.8842592592592592,0.4861111111111111
eegmmidb,4,1,risk,elastic_net,,,,0.2,1.8846510333495803,0.5972222222222222
eegmmidb,4,1,risk,hist_gradient_boosting,,,,0.2,1.2627452973058764,0.4861111111111111
eegmmidb,4,1,risk,constant_critical_index,,,,0.2,1.1388888888888888,0.2916666666666667
eegmmidb,4,1,risk,action_mean,,,,0.2,1.1527777777777777,0.5416666666666666
eegmmidb,4,2,benefit,elastic_net,0.01931942151534866,0.5560439560439561,0.08584617228287303,,,
eegmmidb,4,2,benefit,hist_gradient_boosting,0.017898171596433428,0.5043956043956044,-0.13574232441383347,,,
eegmmidb,4,2,benefit,pairwise_sign_gain,0.022459197554585225,0.7285714285714285,0.3773715696257353,,,
eegmmidb,4,2,benefit,constant_zero,0.015679824561403512,0.5,,,,
eegmmidb,4,2,benefit,global_mean,0.01777381822612086,0.5,,,,
eegmmidb,4,2,benefit,entropy_only,0.017936100987553983,0.5,0.08643215298104963,,,
eegmmidb,4,2,benefit,agreement_only,0.01757040411539425,0.5,0.36846368814024744,,,
eegmmidb,4,2,risk,elastic_net,,,,0.1,1.3403135254219931,0.4166666666666667
eegmmidb,4,2,risk,hist_gradient_boosting,,,,0.1,1.1603795556861158,0.5972222222222222
eegmmidb,4,2,risk,constant_critical_index,,,,0.1,1.2916666666666667,0.2222222222222222
eegmmidb,4,2,risk,action_mean,,,,0.1,1.2650462962962965,0.6388888888888888
eegmmidb,4,2,risk,elastic_net,,,,0.2,2.2042656957381954,0.3472222222222222
eegmmidb,4,2,risk,hist_gradient_boosting,,,,0.2,1.5001936901398871,0.4444444444444444
eegmmidb,4,2,risk,constant_critical_index,,,,0.2,1.4583333333333333,0.4444444444444444
eegmmidb,4,2,risk,action_mean,,,,0.2,1.462962962962963,0.5277777777777778
eegmmidb,4,3,benefit,elastic_net,0.014941209151823733,0.6253071253071254,0.1749004680138268,,,
eegmmidb,4,3,benefit,hist_gradient_boosting,0.015543610275982602,0.4262899262899263,-0.40405611035755573,,,
eegmmidb,4,3,benefit,pairwise_sign_gain,0.02743080307848127,0.547911547911548,-0.019657060047593267,,,
eegmmidb,4,3,benefit,constant_zero,0.012659904970760241,0.5,,,,
eegmmidb,4,3,benefit,global_mean,0.013498834978070183,0.5,,,,
eegmmidb,4,3,benefit,entropy_only,0.013556863840836472,0.5036855036855037,0.20225456964632108,,,
eegmmidb,4,3,benefit,agreement_only,0.013393736313168545,0.5,0.11517289068964832,,,
eegmmidb,4,3,risk,elastic_net,,,,0.1,1.4015970575908732,0.5555555555555556
eegmmidb,4,3,risk,hist_gradient_boosting,,,,0.1,0.9786484324732094,0.5277777777777778
eegmmidb,4,3,risk,constant_critical_index,,,,0.1,0.9305555555555556,0.25
eegmmidb,4,3,risk,action_mean,,,,0.1,0.9166666666666666,0.4583333333333333
eegmmidb,4,3,risk,elastic_net,,,,0.2,2.0944818763367468,0.5833333333333334
eegmmidb,4,3,risk,hist_gradient_boosting,,,,0.2,1.3282445849298372,0.5
eegmmidb,4,3,risk,constant_critical_index,,,,0.2,1.2777777777777777,0.3472222222222222
eegmmidb,4,3,risk,action_mean,,,,0.2,1.2916666666666667,0.4861111111111111
eegmmidb,4,4,benefit,elastic_net,0.023314785605064905,0.5555555555555556,-0.2249712954086494,,,
eegmmidb,4,4,benefit,hist_gradient_boosting,0.017237835731007206,0.4583333333333333,-0.30318523358993466,,,
eegmmidb,4,4,benefit,pairwise_sign_gain,0.026890551481042524,0.5972222222222222,0.03034550106996628,,,
eegmmidb,4,4,benefit,constant_zero,0.015035635964912286,0.5,,,,
eegmmidb,4,4,benefit,global_mean,0.01665067616959065,0.5,,,,
eegmmidb,4,4,benefit,entropy_only,0.016485064750277546,0.5,0.03754320056474006,,,
eegmmidb,4,4,benefit,agreement_only,0.016580927595930238,0.5,0.11044598206427472,,,
eegmmidb,4,4,risk,elastic_net,,,,0.1,1.3634842991863316,0.3472222222222222
eegmmidb,4,4,risk,hist_gradient_boosting,,,,0.1,1.081743240175971,0.5
eegmmidb,4,4,risk,constant_critical_index,,,,0.1,0.875,0.3611111111111111
eegmmidb,4,4,risk,action_mean,,,,0.1,0.9259259259259258,0.625
eegmmidb,4,4,risk,elastic_net,,,,0.2,1.4663843193292565,0.4305555555555556
eegmmidb,4,4,risk,hist_gradient_boosting,,,,0.2,1.498563882375465,0.5138888888888888
eegmmidb,4,4,risk,constant_critical_index,,,,0.2,1.1805555555555556,0.375
eegmmidb,4,4,risk,action_mean,,,,0.2,1.15162037037037,0.6527777777777778
