dataset,fold,model,subject,session,class,abs_alignment,centered_alignment
WBCIC,2,Compact-TG,sub-41,0,0,0.9101772374576993,0.7698997689618005
WBCIC,2,Compact-TG,sub-41,0,1,0.9217804869016012,0.7698998120095994
WBCIC,2,Compact-TG,sub-41,1,0,0.8970464004410638,0.903929717010922
WBCIC,2,Compact-TG,sub-41,1,1,0.8876046803262498,0.9039297103881836
WBCIC,2,Compact-TG,sub-41,2,0,0.7856308849942353,0.9182951980166965
WBCIC,2,Compact-TG,sub-41,2,1,0.7876449873050054,0.9182952178849114
WBCIC,2,Compact-TG,sub-5,0,0,0.9441556533177694,0.7638645337687598
WBCIC,2,Compact-TG,sub-5,0,1,0.9335832728279961,0.7638644973436991
WBCIC,2,Compact-TG,sub-5,1,0,0.9026823308732774,0.8927699161900414
WBCIC,2,Compact-TG,sub-5,1,1,0.898194796509213,0.8927698963218265
WBCIC,2,Compact-TG,sub-5,2,0,0.8185810746832026,0.8981597622235616
WBCIC,2,Compact-TG,sub-5,2,1,0.8058693506237533,0.8981597688462999
WBCIC,2,Compact-TG,sub-27,0,0,0.8846710059377882,-0.34674833466609317
WBCIC,2,Compact-TG,sub-27,0,1,0.8953225016593933,-0.34674834211667377
WBCIC,2,Compact-TG,sub-27,1,0,0.7847458389070299,0.701103968752755
WBCIC,2,Compact-TG,sub-27,1,1,0.8363504012425741,0.7011040283573998
WBCIC,2,Compact-TG,sub-27,2,0,0.7234982583257887,0.836392793390486
WBCIC,2,Compact-TG,sub-27,2,1,0.723339224855105,0.8363928198814392
