comparison,task,target,feature_set,heldout_fold,evaluation_scope,n_rows,n_rescue,ROC_AUC,PR_AUC,balanced_accuracy,precision_RESCUE,recall_RESCUE
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,2,seed0,102,57,0.7064327485380117,0.7511702256682848,0.656140350877193,0.7333333333333333,0.5789473684210527
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,2,seed1,126,48,0.5654380341880342,0.4359168505626719,0.5368589743589743,0.45161290322580644,0.2916666666666667
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,2,seed2,107,42,0.7003663003663004,0.6283060504810952,0.6170329670329671,0.6521739130434783,0.35714285714285715
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,3,pooled,240,120,0.7140277777777778,0.7400440312560737,0.6625,0.7407407407407407,0.5
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,3,seed0,73,43,0.7356589147286821,0.8120822545223212,0.6957364341085271,0.8275862068965517,0.5581395348837209
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,3,seed1,75,38,0.7347083926031294,0.7790245251244938,0.680298719772404,0.6944444444444444,0.6578947368421053
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,3,seed2,92,39,0.6690856313497823,0.6213164624730031,0.5938558297048864,0.6875,0.28205128205128205
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,4,pooled,85,49,0.86281179138322,0.9135987577798093,0.804421768707483,0.8636363636363636,0.7755102040816326
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,4,seed0,25,17,0.8823529411764707,0.9539613740232935,0.7867647058823529,0.875,0.8235294117647058
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,4,seed1,26,15,0.8666666666666667,0.8970320111032184,0.8212121212121212,0.9166666666666666,0.7333333333333333
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,4,seed2,34,17,0.8027681660899653,0.869451871657754,0.7941176470588235,0.8125,0.7647058823529411
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,pooled,770,387,0.6352811005188198,0.6160358328972932,0.6041856417106888,0.577570093457944,0.7984496124031008
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,seed0,276,139,0.6318332195557423,0.6292863992283332,0.5739379299480124,0.55,0.8705035971223022
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,seed1,254,126,0.6724330357142857,0.6251356636978627,0.6427331349206349,0.610062893081761,0.7698412698412699
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,seed2,240,122,0.6097527090858572,0.6015350063512297,0.5975270908585719,0.5833333333333334,0.7459016393442623
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,pooled,590,348,0.5410967037142587,0.6440750571945734,0.5064002089864159,0.5981735159817352,0.3764367816091954
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,seed0,217,128,0.6074438202247192,0.6734029542124743,0.5333567415730337,0.6292134831460674,0.4375
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,seed1,164,93,0.5285476298652128,0.6289429105072945,0.513781614417689,0.5862068965517241,0.3655913978494624
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,seed2,209,127,0.4778183214903015,0.6437834399243687,0.4723929325907432,0.5694444444444444,0.3228346456692913
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,pooled,521,259,0.505865189071296,0.49333956410868013,0.511303015119809,0.5060975609756098,0.640926640926641
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,seed0,178,88,0.48244949494949496,0.4867072776537153,0.46111111111111114,0.4583333333333333,0.5
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,seed1,174,83,0.47292466569575003,0.4572114186066981,0.5124453859393618,0.48507462686567165,0.7831325301204819
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,seed2,169,88,0.5615881032547699,0.5621249020999166,0.5707772166105499,0.5816326530612245,0.6477272727272727
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,pooled,529,256,0.6037230998168499,0.5782644913848006,0.5673363095238095,0.559322033898305,0.515625
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,seed0,173,76,0.5959034183396635,0.5414751666977293,0.5841698317959848,0.5324675324675324,0.5394736842105263
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,seed1,185,91,0.6007715688566753,0.5909932634971777,0.5325578676642506,0.5396825396825397,0.37362637362637363
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,seed2,171,89,0.6163332419841052,0.6134392534190934,0.5824198410523431,0.59375,0.6404494382022472
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,pooled,495,250,0.5684081632653062,0.5443615230601277,0.5406938775510204,0.5406360424028268,0.612
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,seed0,184,92,0.5659262759924385,0.5422746727474088,0.5271739130434783,0.5233644859813084,0.6086956521739131
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,seed1,160,87,0.5564478034955126,0.5980998719927166,0.5372382301999685,0.5802469135802469,0.5402298850574713
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,seed2,151,71,0.5973591549295775,0.5289641887865066,0.570862676056338,0.5263157894736842,0.704225352112676
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,0,pooled,770,387,0.6033827865147313,0.5737433725218717,0.5915356123626206,0.5752577319587628,0.7209302325581395
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,0,seed0,276,139,0.607834899963241,0.5845714766099058,0.5478653573491572,0.5303643724696356,0.9424460431654677
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,0,seed1,254,126,0.6536458333333334,0.59695731792042,0.6176215277777778,0.6306306306306306,0.5555555555555556
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,0,seed2,240,122,0.6180188941372603,0.5985968824448331,0.6120450125034732,0.6141732283464567,0.639344262295082
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,1,pooled,590,348,0.5382468889522181,0.6256008343560608,0.5006768310059846,0.5912408759124088,0.23275862068965517
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,1,seed0,217,128,0.6129740168539326,0.6761396400079656,0.5502545646067416,0.7021276595744681,0.2578125
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,1,seed1,164,93,0.4991670452824474,0.5944221694515108,0.47167953960321063,0.5,0.1827956989247312
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,1,seed2,209,127,0.494238525062416,0.6193830435486729,0.46960821970424427,0.5535714285714286,0.2440944881889764
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,2,pooled,521,259,0.516696631200448,0.4979829064971957,0.5124966842524095,0.5045871559633027,0.8494208494208494
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,2,seed0,178,88,0.5015151515151516,0.5057719430974219,0.5205808080808081,0.5067567567567568,0.8522727272727273
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,2,seed1,174,83,0.4905335628227195,0.4633852231439649,0.49576327287170663,0.47468354430379744,0.9036144578313253
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,2,seed2,169,88,0.5722502805836139,0.5723706535966613,0.5273569023569024,0.5384615384615384,0.7954545454545454
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,3,pooled,529,256,0.600689674908425,0.5682368603855094,0.5624141483516484,0.5247524752475248,0.828125
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,3,seed0,173,76,0.5896635919696148,0.5190946579629637,0.5550732501356483,0.4740740740740741,0.8421052631578947
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,3,seed1,185,91,0.5974982464344166,0.5803451958749455,0.5642389525368249,0.5431034482758621,0.6923076923076923
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,3,seed2,171,89,0.6107152644560153,0.6084391836952122,0.5628939435461771,0.5555555555555556,0.9550561797752809
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,4,pooled,495,250,0.5241469387755102,0.513134053458308,0.5053469387755103,0.5149253731343284,0.276
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,4,seed0,184,92,0.5583648393194707,0.5313663004754918,0.5163043478260869,0.5405405405405406,0.21739130434782608
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,4,seed1,160,87,0.5082664147378366,0.5560153606292216,0.48834829160762083,0.5227272727272727,0.26436781609195403
XS,WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,4,seed2,151,71,0.5179577464788733,0.48664572394961764,0.5143485915492958,0.49056603773584906,0.36619718309859156
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,0,pooled,770,387,0.6352811005188198,0.6160358328972932,0.6041856417106888,0.577570093457944,0.7984496124031008
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,0,seed0,276,139,0.6318332195557423,0.6292863992283332,0.5739379299480124,0.55,0.8705035971223022
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,0,seed1,254,126,0.6724330357142857,0.6251356636978627,0.6427331349206349,0.610062893081761,0.7698412698412699
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,0,seed2,240,122,0.6097527090858572,0.6015350063512297,0.5975270908585719,0.5833333333333334,0.7459016393442623
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,1,pooled,590,348,0.5410967037142587,0.6440750571945734,0.5064002089864159,0.5981735159817352,0.3764367816091954
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,1,seed0,217,128,0.6074438202247192,0.6734029542124743,0.5333567415730337,0.6292134831460674,0.4375
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,1,seed1,164,93,0.5285476298652128,0.6289429105072945,0.513781614417689,0.5862068965517241,0.3655913978494624
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,1,seed2,209,127,0.4778183214903015,0.6437834399243687,0.4723929325907432,0.5694444444444444,0.3228346456692913
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,2,pooled,521,259,0.505865189071296,0.49333956410868013,0.511303015119809,0.5060975609756098,0.640926640926641
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,2,seed0,178,88,0.48244949494949496,0.4867072776537153,0.46111111111111114,0.4583333333333333,0.5
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,2,seed1,174,83,0.47292466569575003,0.4572114186066981,0.5124453859393618,0.48507462686567165,0.7831325301204819
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,2,seed2,169,88,0.5615881032547699,0.5621249020999166,0.5707772166105499,0.5816326530612245,0.6477272727272727
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,3,pooled,529,256,0.6037230998168499,0.5782644913848006,0.5673363095238095,0.559322033898305,0.515625
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,3,seed0,173,76,0.5959034183396635,0.5414751666977293,0.5841698317959848,0.5324675324675324,0.5394736842105263
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,3,seed1,185,91,0.6007715688566753,0.5909932634971777,0.5325578676642506,0.5396825396825397,0.37362637362637363
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,3,seed2,171,89,0.6163332419841052,0.6134392534190934,0.5824198410523431,0.59375,0.6404494382022472
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,4,pooled,495,250,0.5684081632653062,0.5443615230601277,0.5406938775510204,0.5406360424028268,0.612
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,4,seed0,184,92,0.5659262759924385,0.5422746727474088,0.5271739130434783,0.5233644859813084,0.6086956521739131
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,4,seed1,160,87,0.5564478034955126,0.5980998719927166,0.5372382301999685,0.5802469135802469,0.5402298850574713
XS,WBCIC_MI,SAFE_SWITCH,CONF_ONLY,4,seed2,151,71,0.5973591549295775,0.5289641887865066,0.570862676056338,0.5263157894736842,0.704225352112676
XS,WBCIC_MI,SAFE_SWITCH,MECH,0,pooled,770,387,0.6033827865147313,0.5737433725218717,0.5915356123626206,0.5752577319587628,0.7209302325581395
XS,WBCIC_MI,SAFE_SWITCH,MECH,0,seed0,276,139,0.607834899963241,0.5845714766099058,0.5478653573491572,0.5303643724696356,0.9424460431654677
XS,WBCIC_MI,SAFE_SWITCH,MECH,0,seed1,254,126,0.6536458333333334,0.59695731792042,0.6176215277777778,0.6306306306306306,0.5555555555555556
XS,WBCIC_MI,SAFE_SWITCH,MECH,0,seed2,240,122,0.6180188941372603,0.5985968824448331,0.6120450125034732,0.6141732283464567,0.639344262295082
XS,WBCIC_MI,SAFE_SWITCH,MECH,1,pooled,590,348,0.5382468889522181,0.6256008343560608,0.5006768310059846,0.5912408759124088,0.23275862068965517
XS,WBCIC_MI,SAFE_SWITCH,MECH,1,seed0,217,128,0.6129740168539326,0.6761396400079656,0.5502545646067416,0.7021276595744681,0.2578125
XS,WBCIC_MI,SAFE_SWITCH,MECH,1,seed1,164,93,0.4991670452824474,0.5944221694515108,0.47167953960321063,0.5,0.1827956989247312
XS,WBCIC_MI,SAFE_SWITCH,MECH,1,seed2,209,127,0.494238525062416,0.6193830435486729,0.46960821970424427,0.5535714285714286,0.2440944881889764
XS,WBCIC_MI,SAFE_SWITCH,MECH,2,pooled,521,259,0.516696631200448,0.4979829064971957,0.5124966842524095,0.5045871559633027,0.8494208494208494
XS,WBCIC_MI,SAFE_SWITCH,MECH,2,seed0,178,88,0.5015151515151516,0.5057719430974219,0.5205808080808081,0.5067567567567568,0.8522727272727273
XS,WBCIC_MI,SAFE_SWITCH,MECH,2,seed1,174,83,0.4905335628227195,0.4633852231439649,0.49576327287170663,0.47468354430379744,0.9036144578313253
XS,WBCIC_MI,SAFE_SWITCH,MECH,2,seed2,169,88,0.5722502805836139,0.5723706535966613,0.5273569023569024,0.5384615384615384,0.7954545454545454
XS,WBCIC_MI,SAFE_SWITCH,MECH,3,pooled,529,256,0.600689674908425,0.5682368603855094,0.5624141483516484,0.5247524752475248,0.828125
XS,WBCIC_MI,SAFE_SWITCH,MECH,3,seed0,173,76,0.5896635919696148,0.5190946579629637,0.5550732501356483,0.4740740740740741,0.8421052631578947
XS,WBCIC_MI,SAFE_SWITCH,MECH,3,seed1,185,91,0.5974982464344166,0.5803451958749455,0.5642389525368249,0.5431034482758621,0.6923076923076923
XS,WBCIC_MI,SAFE_SWITCH,MECH,3,seed2,171,89,0.6107152644560153,0.6084391836952122,0.5628939435461771,0.5555555555555556,0.9550561797752809
XS,WBCIC_MI,SAFE_SWITCH,MECH,4,pooled,495,250,0.5241469387755102,0.513134053458308,0.5053469387755103,0.5149253731343284,0.276
XS,WBCIC_MI,SAFE_SWITCH,MECH,4,seed0,184,92,0.5583648393194707,0.5313663004754918,0.5163043478260869,0.5405405405405406,0.21739130434782608
XS,WBCIC_MI,SAFE_SWITCH,MECH,4,seed1,160,87,0.5082664147378366,0.5560153606292216,0.48834829160762083,0.5227272727272727,0.26436781609195403
XS,WBCIC_MI,SAFE_SWITCH,MECH,4,seed2,151,71,0.5179577464788733,0.48664572394961764,0.5143485915492958,0.49056603773584906,0.36619718309859156
