task,fold,role,session,subject,direction,margin_alpha_star_lt_1_fraction,margin_alpha_star_gt_1_fraction,margin_alpha_star_distribution,trial_conditional,ce_alpha_star_distribution,label_scope
OpenBMI_MI,4,discovery,2,34,3,0.51,0.45,"[42, 2, 2, 5, 4, 2, 3, 40]",True,"[42, 2, 2, 5, 4, 2, 3, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,4,0.53,0.47,"[53, 0, 0, 0, 0, 1, 0, 46]",True,"[53, 0, 0, 0, 1, 0, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,5,0.49,0.51,"[48, 1, 0, 0, 0, 0, 0, 51]",True,"[48, 1, 0, 0, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,6,0.6,0.4,"[57, 1, 0, 2, 0, 0, 1, 39]",True,"[57, 1, 0, 2, 0, 0, 1, 39]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,7,0.59,0.38,"[49, 3, 3, 4, 3, 0, 2, 36]",True,"[49, 3, 3, 4, 3, 0, 2, 36]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,8,0.46,0.52,"[45, 1, 0, 0, 2, 1, 2, 49]",True,"[45, 1, 0, 0, 2, 1, 2, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,9,0.46,0.54,"[43, 0, 1, 2, 0, 1, 0, 53]",True,"[43, 0, 1, 2, 0, 1, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,10,0.57,0.43,"[57, 0, 0, 0, 0, 0, 0, 43]",True,"[57, 0, 0, 0, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,11,0.37,0.63,"[37, 0, 0, 0, 0, 0, 0, 63]",True,"[37, 0, 0, 0, 0, 0, 0, 63]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,12,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,13,0.51,0.48,"[47, 3, 0, 1, 1, 1, 1, 46]",True,"[47, 3, 0, 1, 1, 1, 2, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,14,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,34,15,0.46,0.53,"[44, 0, 1, 1, 1, 1, 1, 51]",True,"[43, 0, 1, 2, 1, 1, 1, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,0,0.58,0.42,"[58, 0, 0, 0, 0, 0, 0, 42]",True,"[58, 0, 0, 0, 0, 0, 0, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,1,0.47,0.53,"[47, 0, 0, 0, 0, 0, 0, 53]",True,"[47, 0, 0, 0, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,2,0.41,0.57,"[37, 1, 3, 0, 2, 2, 2, 53]",True,"[37, 1, 3, 0, 2, 2, 2, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,3,0.49,0.5,"[47, 1, 0, 1, 1, 1, 3, 46]",True,"[47, 1, 0, 1, 1, 1, 3, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,4,0.5,0.5,"[49, 0, 1, 0, 0, 1, 0, 49]",True,"[49, 0, 1, 0, 0, 1, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,5,0.55,0.45,"[55, 0, 0, 0, 0, 0, 0, 45]",True,"[55, 0, 0, 0, 0, 0, 0, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,6,0.46,0.54,"[45, 1, 0, 0, 0, 1, 1, 52]",True,"[45, 1, 0, 0, 0, 1, 1, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,7,0.46,0.54,"[44, 0, 2, 0, 0, 0, 0, 54]",True,"[44, 0, 2, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,8,0.58,0.42,"[57, 0, 1, 0, 0, 0, 0, 42]",True,"[57, 0, 1, 0, 0, 0, 0, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,9,0.57,0.43,"[56, 1, 0, 0, 0, 0, 0, 43]",True,"[56, 1, 0, 0, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,10,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[46, 0, 0, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,11,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[46, 0, 0, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,12,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,13,0.55,0.45,"[51, 3, 1, 0, 0, 1, 1, 43]",True,"[51, 2, 2, 0, 0, 1, 1, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,14,0.44,0.56,"[44, 0, 0, 0, 0, 0, 0, 56]",True,"[44, 0, 0, 0, 0, 0, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,38,15,0.5,0.49,"[46, 3, 0, 1, 1, 1, 5, 43]",True,"[45, 3, 1, 1, 1, 1, 5, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,0,0.6,0.4,"[60, 0, 0, 0, 0, 0, 0, 40]",True,"[60, 0, 0, 0, 0, 0, 0, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,1,0.36,0.64,"[36, 0, 0, 0, 0, 0, 0, 64]",True,"[36, 0, 0, 0, 0, 0, 0, 64]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,2,0.46,0.53,"[41, 1, 4, 0, 1, 1, 0, 52]",True,"[41, 1, 4, 0, 1, 1, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,3,0.63,0.37,"[61, 0, 2, 0, 0, 0, 0, 37]",True,"[61, 0, 2, 0, 0, 0, 0, 37]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,4,0.52,0.48,"[51, 0, 0, 1, 0, 0, 0, 48]",True,"[51, 0, 0, 1, 0, 0, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,5,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[49, 0, 0, 0, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,6,0.41,0.59,"[41, 0, 0, 0, 0, 1, 1, 57]",True,"[41, 0, 0, 0, 0, 1, 1, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,7,0.49,0.5,"[49, 0, 0, 0, 1, 0, 0, 50]",True,"[49, 0, 0, 0, 1, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,8,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,9,0.6,0.4,"[60, 0, 0, 0, 0, 0, 0, 40]",True,"[60, 0, 0, 0, 0, 0, 0, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,10,0.43,0.57,"[43, 0, 0, 0, 0, 0, 0, 57]",True,"[43, 0, 0, 0, 0, 0, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,11,0.56,0.44,"[56, 0, 0, 0, 0, 0, 0, 44]",True,"[56, 0, 0, 0, 0, 0, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,12,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,13,0.47,0.53,"[45, 0, 1, 1, 0, 0, 0, 53]",True,"[45, 0, 1, 1, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,14,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,38,15,0.46,0.53,"[43, 1, 2, 0, 1, 1, 2, 50]",True,"[43, 1, 2, 0, 2, 0, 2, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,0,0.6,0.4,"[60, 0, 0, 0, 0, 0, 0, 40]",True,"[60, 0, 0, 0, 0, 0, 0, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,1,0.3,0.7,"[30, 0, 0, 0, 0, 0, 0, 70]",True,"[30, 0, 0, 0, 0, 0, 0, 70]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,2,0.49,0.49,"[43, 1, 1, 4, 2, 1, 2, 46]",True,"[43, 1, 1, 4, 2, 1, 2, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,3,0.49,0.5,"[43, 4, 1, 1, 1, 1, 1, 48]",True,"[43, 4, 1, 1, 1, 2, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,4,0.59,0.4,"[59, 0, 0, 0, 1, 0, 1, 39]",True,"[59, 0, 0, 0, 1, 0, 1, 39]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,5,0.45,0.55,"[45, 0, 0, 0, 0, 0, 0, 55]",True,"[45, 0, 0, 0, 0, 0, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,6,0.52,0.47,"[52, 0, 0, 0, 1, 2, 1, 44]",True,"[52, 0, 0, 0, 1, 2, 1, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,7,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,8,0.46,0.54,"[45, 1, 0, 0, 0, 0, 0, 54]",True,"[45, 1, 0, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,9,0.52,0.48,"[52, 0, 0, 0, 0, 0, 1, 47]",True,"[52, 0, 0, 0, 0, 0, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,10,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[49, 0, 0, 0, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,11,0.43,0.57,"[43, 0, 0, 0, 0, 0, 0, 57]",True,"[43, 0, 0, 0, 0, 0, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,12,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[46, 0, 0, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,13,0.48,0.5,"[47, 0, 0, 1, 2, 3, 2, 45]",True,"[46, 1, 0, 1, 2, 3, 2, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,14,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,48,15,0.46,0.54,"[45, 1, 0, 0, 0, 1, 0, 53]",True,"[44, 2, 0, 0, 1, 1, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,0,0.53,0.47,"[52, 0, 0, 1, 0, 0, 0, 47]",True,"[52, 0, 0, 1, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,1,0.45,0.55,"[45, 0, 0, 0, 0, 0, 0, 55]",True,"[45, 0, 0, 0, 0, 0, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,2,0.54,0.46,"[52, 1, 1, 0, 0, 0, 0, 46]",True,"[52, 1, 1, 0, 0, 0, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,3,0.58,0.42,"[56, 0, 1, 1, 0, 0, 2, 40]",True,"[56, 0, 1, 0, 1, 0, 2, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,4,0.45,0.55,"[45, 0, 0, 0, 0, 1, 0, 54]",True,"[45, 0, 0, 0, 0, 1, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,5,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,6,0.47,0.52,"[46, 0, 0, 1, 1, 0, 0, 52]",True,"[46, 0, 0, 1, 1, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,7,0.54,0.46,"[54, 0, 0, 0, 0, 0, 0, 46]",True,"[54, 0, 0, 0, 0, 0, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,8,0.5,0.49,"[50, 0, 0, 0, 1, 0, 0, 49]",True,"[50, 0, 0, 0, 1, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,9,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[49, 0, 0, 0, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,10,0.52,0.48,"[52, 0, 0, 0, 0, 0, 0, 48]",True,"[52, 0, 0, 0, 0, 0, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,11,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,12,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[46, 0, 0, 0, 0, 0, 0, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,13,0.52,0.48,"[51, 0, 1, 0, 0, 0, 1, 47]",True,"[51, 0, 1, 0, 0, 0, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,14,0.52,0.48,"[52, 0, 0, 0, 0, 0, 0, 48]",True,"[52, 0, 0, 0, 0, 0, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,48,15,0.43,0.57,"[43, 0, 0, 0, 0, 0, 1, 56]",True,"[43, 0, 0, 0, 0, 1, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,0,0.59,0.41,"[59, 0, 0, 0, 0, 0, 1, 40]",True,"[58, 1, 0, 0, 1, 0, 1, 39]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,1,0.43,0.57,"[42, 0, 1, 0, 0, 0, 2, 55]",True,"[42, 0, 1, 0, 0, 0, 2, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,2,0.54,0.44,"[52, 1, 1, 0, 2, 0, 0, 44]",True,"[51, 2, 1, 0, 2, 0, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,3,0.52,0.48,"[49, 1, 1, 1, 0, 3, 1, 44]",True,"[49, 1, 1, 1, 1, 2, 1, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,4,0.57,0.43,"[55, 1, 1, 0, 0, 0, 0, 43]",True,"[55, 1, 1, 0, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,5,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,6,0.46,0.53,"[45, 0, 1, 0, 1, 0, 0, 53]",True,"[45, 0, 1, 0, 1, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,7,0.43,0.56,"[42, 0, 1, 0, 1, 0, 0, 56]",True,"[42, 0, 1, 0, 1, 0, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,8,0.45,0.55,"[45, 0, 0, 0, 0, 0, 0, 55]",True,"[45, 0, 0, 0, 0, 0, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,9,0.56,0.44,"[56, 0, 0, 0, 0, 0, 0, 44]",True,"[56, 0, 0, 0, 0, 0, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,10,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[49, 0, 0, 0, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,11,0.5,0.5,"[50, 0, 0, 0, 0, 0, 0, 50]",True,"[50, 0, 0, 0, 0, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,12,0.56,0.44,"[56, 0, 0, 0, 0, 0, 0, 44]",True,"[56, 0, 0, 0, 0, 0, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,13,0.5,0.5,"[47, 2, 1, 0, 0, 2, 1, 47]",True,"[46, 2, 2, 0, 0, 2, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,14,0.57,0.43,"[57, 0, 0, 0, 0, 0, 0, 43]",True,"[57, 0, 0, 0, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,52,15,0.49,0.51,"[48, 1, 0, 0, 0, 0, 0, 51]",True,"[48, 1, 0, 0, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,0,0.5,0.5,"[49, 0, 0, 1, 0, 0, 0, 50]",True,"[49, 0, 0, 1, 0, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,1,0.41,0.59,"[41, 0, 0, 0, 0, 1, 0, 58]",True,"[41, 0, 0, 0, 0, 1, 0, 58]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,2,0.51,0.49,"[50, 0, 1, 0, 0, 0, 1, 48]",True,"[50, 0, 1, 0, 0, 0, 1, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,3,0.5,0.5,"[49, 1, 0, 0, 0, 2, 1, 47]",True,"[49, 1, 0, 0, 0, 2, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,4,0.51,0.49,"[50, 0, 1, 0, 0, 0, 0, 49]",True,"[50, 0, 1, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,5,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[48, 0, 0, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,6,0.49,0.51,"[49, 0, 0, 0, 0, 1, 0, 50]",True,"[49, 0, 0, 0, 0, 1, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,7,0.5,0.5,"[50, 0, 0, 0, 0, 0, 0, 50]",True,"[50, 0, 0, 0, 0, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,8,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[51, 0, 0, 0, 0, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,9,0.54,0.46,"[54, 0, 0, 0, 0, 0, 0, 46]",True,"[54, 0, 0, 0, 0, 0, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,10,0.45,0.55,"[45, 0, 0, 0, 0, 0, 0, 55]",True,"[45, 0, 0, 0, 0, 0, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,11,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[49, 0, 0, 0, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,12,0.42,0.58,"[42, 0, 0, 0, 0, 0, 0, 58]",True,"[42, 0, 0, 0, 0, 0, 0, 58]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,13,0.43,0.57,"[40, 1, 1, 1, 0, 1, 1, 55]",True,"[40, 1, 1, 1, 0, 1, 1, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,14,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,52,15,0.48,0.52,"[47, 0, 1, 0, 0, 0, 0, 52]",True,"[47, 0, 1, 0, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,0,0.55,0.45,"[55, 0, 0, 0, 0, 0, 0, 45]",True,"[50, 0, 0, 0, 2, 1, 1, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,1,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[45, 0, 2, 3, 5, 1, 1, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,2,0.61,0.39,"[61, 0, 0, 0, 0, 0, 0, 39]",True,"[56, 6, 0, 0, 2, 0, 2, 34]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,3,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[46, 2, 0, 2, 7, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,4,0.6,0.39,"[58, 0, 0, 2, 1, 2, 0, 37]",True,"[49, 3, 2, 1, 1, 2, 3, 39]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,5,0.42,0.57,"[41, 0, 1, 0, 1, 0, 3, 54]",True,"[27, 2, 7, 0, 3, 0, 2, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,6,0.34,0.66,"[31, 1, 2, 0, 0, 1, 1, 64]",True,"[26, 3, 1, 2, 0, 2, 3, 63]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,7,0.5,0.5,"[50, 0, 0, 0, 0, 0, 0, 50]",True,"[49, 1, 2, 0, 3, 1, 1, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,8,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[42, 0, 0, 0, 1, 1, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,9,0.48,0.52,"[47, 1, 0, 0, 0, 0, 3, 49]",True,"[39, 5, 2, 1, 3, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,10,0.57,0.43,"[57, 0, 0, 0, 0, 0, 2, 41]",True,"[48, 1, 0, 2, 1, 1, 1, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,11,0.41,0.59,"[41, 0, 0, 0, 0, 0, 0, 59]",True,"[41, 2, 0, 0, 3, 1, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
