task,subject,session,variant,BA,macro_F1,NLL,trials,label
WBCIC_MI,sub-40,S2,RANDOM_BASIS_1,0.815,0.8110268392962026,0.5866925120353699,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-40,S2,RANDOM_BASIS_2,0.815,0.8110268392962026,0.5866752862930298,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-40,S2,RANDOM_BASIS_3,0.815,0.8110268392962026,0.5866658091545105,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-40,S2,RANDOM_BASIS_4,0.815,0.8110268392962026,0.5866749286651611,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S2,BASELINE,0.9650000000000001,0.9649570724137068,0.5038661360740662,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S2,PCA_POSITIVE_ONLY_ROUTING,0.9650000000000001,0.9649570724137068,0.5034568905830383,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S2,SHUFFLED_UTILITY_ROUTING,0.9650000000000001,0.9649570724137068,0.5039111375808716,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S2,PCA_SIGNED_UTILITY_ROUTING,0.9650000000000001,0.9649570724137068,0.5033043622970581,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S2,RANDOM_BASIS_0,0.9650000000000001,0.9649570724137068,0.5038604140281677,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S2,RANDOM_BASIS_1,0.9650000000000001,0.9649570724137068,0.503886878490448,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S2,RANDOM_BASIS_2,0.9650000000000001,0.9649570724137068,0.5038658976554871,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S2,RANDOM_BASIS_3,0.9650000000000001,0.9649570724137068,0.503863513469696,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S2,RANDOM_BASIS_4,0.9650000000000001,0.9649570724137068,0.5038621425628662,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-46,S2,BASELINE,0.9550000000000001,0.9549086900974473,0.5161390900611877,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-46,S2,PCA_POSITIVE_ONLY_ROUTING,0.96,0.9599358974358975,0.5159890651702881,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-46,S2,SHUFFLED_UTILITY_ROUTING,0.9550000000000001,0.9549086900974473,0.5161958932876587,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-46,S2,PCA_SIGNED_UTILITY_ROUTING,0.96,0.9599358974358975,0.5158531665802002,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-46,S2,RANDOM_BASIS_0,0.9550000000000001,0.9549086900974473,0.5161383152008057,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-46,S2,RANDOM_BASIS_1,0.9550000000000001,0.9549086900974473,0.516153872013092,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-46,S2,RANDOM_BASIS_2,0.9550000000000001,0.9549086900974473,0.5161370635032654,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-46,S2,RANDOM_BASIS_3,0.9550000000000001,0.9549086900974473,0.5161353945732117,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-46,S2,RANDOM_BASIS_4,0.9550000000000001,0.9549086900974473,0.5161396861076355,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-51,S2,BASELINE,0.745,0.7314022383146808,0.5683696866035461,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-51,S2,PCA_POSITIVE_ONLY_ROUTING,0.74,0.7267759562841529,0.5677573680877686,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-51,S2,SHUFFLED_UTILITY_ROUTING,0.745,0.7314022383146808,0.5682950019836426,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-51,S2,PCA_SIGNED_UTILITY_ROUTING,0.74,0.7267759562841529,0.5677377581596375,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-51,S2,RANDOM_BASIS_0,0.745,0.7314022383146808,0.5683385133743286,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-51,S2,RANDOM_BASIS_1,0.745,0.7314022383146808,0.5683701634407043,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-51,S2,RANDOM_BASIS_2,0.745,0.7314022383146808,0.5683658123016357,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-51,S2,RANDOM_BASIS_3,0.745,0.7314022383146808,0.5683845281600952,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-51,S2,RANDOM_BASIS_4,0.745,0.7314022383146808,0.5683775544166565,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
